title,number_of_parts,key,key_change_info,metrics,album,author,date,i,ix,ii,iix,iii,iv,ivx,v,vx,vi,vix,vii,ci,cix,cii,ciix,ciii,civ,civx,cv,cvx,cvi,cvix,cvii
all_my_loving,4,E,['None'],[('4/4'; 1)],with_the_beatles,mccartney,11 63,124.34375,0.0,112.5,6.0,122.5,87.9375,0.0,100.75,5.0,93.21875,13.5,37.21875,35.625[('major'; 31.75); ('minor 7'; 2.25); ('interval class 5'; 1.25); ('interval class 4'; 0.375)],0[None],20.375[('minor'; 19.625); ('interval class 5'; 0.5); ('interval class 3'; 0.25)],0[None],0.375[('interval class 3'; 0.375)],18.5[('major'; 15.375); ('interval class 4'; 1.5); ('7'; 1.5); ('interval class 5'; 0.125)],0[None],29.875[('major'; 20.625); ('7'; 9.125); ('interval class 4'; 0.125)],2.0[('aug'; 2.0)],19.5[('minor'; 19.25); ('interval class 3'; 0.25)],6.75[('major'; 6.0); ('interval class 5'; 0.75)],0.125[('tritone'; 0.125)]
devil_in_her_heart,6,G,['None'],[('4/4'; 1)],with_the_beatles,drapkin,11 63,150.375,0.75,94.25,0.375,43.375,93.375,3.375,106.25,15.75,72.0,12.25,29.125,31.5[('interval class 4'; 13.75); ('major'; 11.375); ('7'; 6.0); ('interval class 5'; 0.25); ('perfect-fourth major tetrachord'; 0.125)],0[None],24.25[('minor 7'; 9.625); ('interval class 5'; 9.0); ('7'; 3.0); ('interval class 3'; 2.625)],0.375[('interval class 3'; 0.375)],5.125[('interval class 3'; 4.125); ('interval class 5'; 1.0)],30.0[('major'; 12.875); ('interval class 5'; 10); ('minor'; 6.0); ('interval class 4'; 1.125)],0[None],13.375[('7'; 12.625); ('interval class 4'; 0.75)],0[None],3.875[('interval class 3'; 1.125); ('major pentatonic'; 1.0); ('minor 7'; 1.0); ('interval class 4'; 0.75)],0[None],3.125[('interval class 3'; 3.125)]
dont_bother_me,5,G,['None'],[('4/4'; 1)],with_the_beatles,harrison,11 63,130.9375,5.0,109.8125,0.0,212.8125,26.5,26.25,80.25,10.75,292.4375,0.0,67.8125,16.25[('major'; 11.25); ('interval class 5'; 5.0)],0[None],34.25[('major'; 26.25); ('minor'; 8.0)],0[None],18.25[('major'; 10.0); ('minor'; 8.0); ('unison'; 0.25)],8.0[('major'; 8.0)],0[None],13.5[('major'; 12.5); ('interval class 4'; 1.0)],0[None],61.375[('minor'; 53.375); ('major'; 5.0); ('interval class 5'; 1.5); ('unison'; 1.375); ('interval class 2'; 0.125)],0[None],0[None]
hold_me_tight,5,F,['None'],[('4/4'; 1)],with_the_beatles,mccartney,11 63,205.75,0.25,62.875,37.5,57.125,84.9375,14.625,122.6875,12.875,56.125,12.75,19.75,55.25[('major'; 30.0); ('interval class 5'; 16.25); ('minor'; 7.5); ('interval class 4'; 1.5)],0[None],12.0[('7'; 9.0); ('interval class 5'; 2.0); ('minor'; 1)],2.25[('interval class 3'; 2.25)],4.5[('interval class 3'; 4.5)],12.0[('7'; 10.0); ('interval class 3'; 2.0)],0[None],8.25[('major'; 4.0); ('interval class 4'; 2.5); ('interval class 5'; 1.75)],0.5[('tritone'; 0.5)],20.5[('7'; 11.0); ('interval class 3'; 4.5); ('major'; 3.5); ('interval class 4'; 1.0); ('interval class 2'; 0.5)],0.25[('interval class 3'; 0.25)],0[None]
i_wanna_be_your_man,4,E,['None'],[('4/4'; 1)],with_the_beatles,mccartney; lennon,11 63,167.5,7.625,34.625,2.6875,58.375,22.875,2.375,134.5,0.0,15.75,65.125,14.25,54.375[('interval class 5'; 40.0); ('major'; 6.5); ('interval class 4'; 5.625); ('unison'; 2.25)],0.75[('unison'; 0.75)],9.375[('interval class 5'; 6.0); ('interval class 4'; 1.875); ('unison'; 1.5)],1.875[('major'; 1.5); ('interval class 4'; 0.375)],42.25[('dim'; 37.0); ('7'; 3.0); ('interval class 3'; 2.25)],0[None],0[None],10.875[('7'; 6.0); ('interval class 2'; 2.625); ('unison'; 2.25)],0[None],1.875[('unison'; 1.875)],13.25[('interval class 5'; 6.0); ('interval class 3'; 3.125); ('major'; 3.0); ('unison'; 0.75); ('interval class 4'; 0.375)],4.125[('unison'; 4.125)]
it_wont_be_long,5,E,['None'],[('4/4'; 1)],with_the_beatles,lennon,11 63,114.875,7.25,22.0,20.125,45.5,27.125,3.5,61.46875,21.25,58.0,6.0,17.875,24.125[('major'; 16.125); ('interval class 4'; 3.0); ('unison'; 2.5); ('interval class 5'; 1.0); ('major 7'; 1); ('major pentatonic'; 0.25); ('minor'; 0.25)],2.25[('unison'; 2.0); ('major 7'; 0.25)],3.25[('unison'; 1.5); ('minor 7'; 1.5); ('7'; 0.25)],4.0[('unison'; 2.0); ('aug'; 2)],2.0[('unison'; 1.0); ('interval class 5'; 1)],7.25[('interval class 5'; 3.75); ('major'; 3.5)],3.25[('tritone'; 1.75); ('major-dim tetrachord'; 1.5)],7.25[('7'; 4.0); ('minor'; 1.25); ('major'; 1.0); ('interval class 5'; 0.5); ('interval class 3'; 0.5)],9.0[('interval class 5'; 6); ('major'; 3.0)],11.0[('minor'; 7.0); ('interval class 5'; 4.0)],0[None],4.0[('unison'; 2.0); ('tritone'; 2)]
little_child,5,E,['None'],[('4/4'; 1)],with_the_beatles,mccartney; lennon,11 63,172.8125,3.03125,66.90625,2.53125,70.375,69.0625,13.75,171.71875,0.03125,48.125,39.03125,20.125,50.875[('7'; 28.875); ('major'; 19.75); ('interval class 2'; 0.75); ('unison'; 0.75); ('interval class 5'; 0.5); ('interval class 4'; 0.25)],0[None],12.125[('7'; 8.25); ('quartal'; 3.5); ('interval class 3'; 0.375)],0[None],7.625[('interval class 3'; 5.75); ('dim'; 1.875)],18.875[('major'; 12.25); ('interval class 4'; 5.125); ('7'; 1.0); ('quartal'; 0.5)],3.5[('dim'; 3.5)],24.875[('7'; 15.75); ('minor'; 3.5); ('interval class 4'; 2.25); ('interval class 3'; 1.875); ('tritone quartal tetrachord'; 1.5)],0[None],1.125[('interval class 3'; 1.125)],0[None],0[None]
money_thats_what_i_want,6,E,['None'],[('4/4'; 1)],with_the_beatles,bradford; gordy,11 63,309.0625,0.0,36.0,102.625,98.625,137.65625,0.0,236.5,4.5,70.0,77.71875,25.875,98.75[('7'; 65.25); ('interval class 3'; 17.0); ('major'; 14.5); ('interval class 5'; 2.0)],0[None],1.0[('minor'; 1.0)],26.5[('interval class 4'; 26.5)],1.0[('dim'; 1.0)],57.5[('7'; 30.875); ('interval class 4'; 16.0); ('major'; 10.625)],0[None],23.375[('7'; 21.125); ('major'; 0.875); ('interval class 5'; 0.875); ('minor'; 0.5)],4.5[('interval class 4'; 4.5)],11.5[('minor'; 10.0); ('dim'; 1.5)],4.0[('major'; 4.0)],1.5[('dim'; 1.5)]
not_a_second_time,5,G,['None'],[('4/4'; 1)],with_the_beatles,lennon,11 63,132.625,0.0,73.25,0.0,128.40625,23.0,4.375,89.28125,0.0,119.5,0.0,36.0,26.25[('major'; 26.25)],0[None],14.125[('minor'; 7.5); ('7'; 4.375); ('minor 7'; 2.25)],0[None],8.5[('minor'; 4.375); ('minor 7'; 4.125)],0[None],0[None],15.75[('7'; 10.0); ('major'; 5.75)],0[None],22.375[('minor'; 22.375)],0[None],0.75[('half-dim 7'; 0.75)]
please_mr_postman,4,A,['None'],[('4/4'; 1)],with_the_beatles,garrett; dobbins; holland; gorman; bateman,11 63,102.5625,0.0,42.8125,0.125,118.375,63.125,0.75,132.875,0.125,123.75,0.0,26.625,23.625[('major'; 20.0); ('interval class 5'; 2.625); ('interval class 4'; 1.0)],0[None],0[None],0[None],15.25[('interval class 3'; 12.875); ('minor'; 1.75); ('interval class 5'; 0.375); ('unison'; 0.25)],30.375[('major'; 18.0); ('interval class 4'; 10.625); ('maj7'; 1.75)],0[None],22.125[('major'; 14.25); ('interval class 4'; 7.625); ('unison'; 0.25)],0[None],32.875[('minor'; 19.25); ('interval class 5'; 13.625)],0[None],0.75[('tritone'; 0.75)]
roll_over_beethoven,4,D,['None'],[('4/4'; 1)],with_the_beatles,berry,11 63,128.9375,0.0,28.625,25.09375,29.46875,39.0625,0.34375,74.6875,0.0,31.25,8.8125,4.09375,39.5[('interval class 5'; 20.375); ('major'; 10.0); ('interval class 2'; 7.625); ('interval class 4'; 1.5)],0[None],8.0[('interval class 3'; 8.0)],5.0[('interval class 4'; 5.0)],2.0[('interval class 3'; 2.0)],14.875[('interval class 5'; 9.875); ('interval class 2'; 4.0); ('7'; 1.0)],0[None],5.625[('interval class 5'; 4.625); ('interval class 2'; 1.0)],0[None],15.25[('interval class 3'; 15.25)],0[None],0[None]
till_there_was_you,4,F,['None'],[('4/4'; 1)],with_the_beatles,willson,11 63,92.75,17.1875,44.9375,11.25,34.28125,37.375,6.3125,66.75,11.0625,33.25,10.25,16.9375,22.875[('major'; 16.5); ('minor 7'; 4.375); ('minor'; 1.0); ('major 7'; 1.0)],1.0[('all-interval tetrachord'; 1.0)],4.125[('minor'; 2.25); ('7'; 1.75); ('major-second major tetrachord'; 0.125)],1.875[('major pentatonic'; 1.0); ('minor 7'; 0.5); ('interval class 5'; 0.25); ('minor'; 0.125)],3.125[('major pentatonic'; 1.75); ('minor'; 0.875); ('minor 7'; 0.5)],0.125[('minor 7'; 0.125)],0.75[('major'; 0.75)],5.625[('major'; 3.125); ('aug'; 1.75); ('minor'; 0.75)],0.5[('interval class 5'; 0.5)],13.5[('minor 7'; 6.5); ('major pentatonic'; 3.0); ('major'; 1.75); ('minor-aug tetrachord'; 1.0); ('major-second major tetrachord'; 0.75); ('interval class 5'; 0.5)],5.875[('dim 7'; 4.25); ('major pentatonic'; 1.625)],0.875[('minor 7'; 0.75); ('major pentatonic'; 0.125)]
you_really_got_a_hold_on_me,6,A,['None'],[('4/4'; 2); ('3/4'; 2)],with_the_beatles,robinson,11 63,141.625,0.375,37.0,0.375,104.25,24.75,6.5,110.59375,0.0,106.5625,6.875,17.0,43.75[('major'; 31.375); ('7'; 4.75); ('interval class 5'; 4.375); ('interval class 4'; 3.25)],0[None],6.125[('interval class 5'; 3.125); ('7'; 2.25); ('minor'; 0.75)],0[None],1.125[('tritone'; 1.125)],8.0[('major'; 7.5); ('interval class 4'; 0.5)],0[None],10.875[('7'; 4.75); ('major'; 2.625); ('interval class 5'; 2.5); ('interval class 3'; 1.0)],0[None],26.625[('minor'; 22.375); ('interval class 5'; 2.5); ('interval class 3'; 1.75)],0[None],3.625[('minor'; 2.125); ('dim'; 1.5)]
a_hard_days_night,6,G,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,110.9375,1.0,13.625,6.75,50.375,46.5,0.25,85.9375,0.5,37.5,18.75,28.125,25.625[('major'; 20.625); ('unison'; 2.5); ('quartal'; 2); ('7'; 0.5)],0.5[('interval class 3'; 0.5)],0[None],3.875[('7'; 3.25); ('unison'; 0.625)],6.0[('minor'; 6.0)],7.375[('major'; 3.5); ('quartal'; 2); ('interval class 4'; 1.0); ('unison'; 0.875)],0[None],10.375[('7'; 3.0); ('unison'; 2.25); ('quartal'; 2); ('ninth'; 1.125); ('interval class 3'; 1.0); ('interval class 4'; 1.0)],0.5[('interval class 3'; 0.5)],6.5[('minor'; 4.0); ('interval class 3'; 2.0); ('interval class 4'; 0.5)],3.5[('major'; 3.0); ('unison'; 0.5)],0.5[('interval class 3'; 0.5)]
and_i_love_her,4,E,['F'],[('4/4'; 1)],a_hard_days_night,mccartney,07 64,47.8125,26.0625,50.5,33.75,59.875,47.4375,18.25,34.875,13.71875,72.375,54.34375,18.25,4.125[('major'; 4.125)],3.25[('major'; 2.75); ('interval class 5'; 0.5)],9.625[('minor'; 9.625)],10.0[('minor'; 10.0)],4.0[('minor'; 4.0)],4.375[('major'; 3.0); ('interval class 4'; 1.375)],0[None],8.5[('major'; 7.5); ('7'; 1.0)],2.0[('major'; 2.0)],17.0[('minor'; 16.75); ('interval class 5'; 0.25)],12.0[('minor'; 7.75); ('major'; 4.0); ('interval class 5'; 0.25)],0[None]
any_time_at_all,5,D,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,172.1875,1.25,85.375,6.5625,120.625,77.625,1.25,158.25,19.75,79.25,1.75,69.375,49.5[('major'; 40.25); ('minor 7'; 4); ('unison'; 2.0); ('quartal'; 2.0); ('major-second major tetrachord'; 1.25)],0[None],4.125[('unison'; 2.625); ('minor 7'; 1.5)],0[None],9.625[('minor'; 8.0); ('unison'; 1.625)],14.125[('major'; 8.375); ('minor'; 4.0); ('unison'; 1.75)],0[None],35.875[('major'; 23.125); ('7'; 12.25); ('unison'; 0.25); ('Persian pentamirror'; 0.25)],0.25[('unison'; 0.25)],17.0[('minor'; 16.0); ('unison'; 1.0)],1.25[('aug major tetrachord'; 1.0); ('unison'; 0.25)],1.25[('unison'; 1.25)]
cant_buy_me_love,4,C,['None'],[('4/4'; 1)],a_hard_days_night,mccartney,07 64,111.875,0.0,25.0,9.125,146.875,33.90625,0.0,69.75,0.0,52.625,29.90625,41.375,0[None],0[None],7.375[('minor'; 3.875); ('minor 7'; 3.5)],6.5[('7'; 6.25); ('tritone'; 0.25)],22.25[('minor'; 19.125); ('minor 7'; 3.125)],1.25[('major'; 1.25)],0[None],3.0[('7'; 2.0); ('interval class 4'; 0.625); ('interval class 2'; 0.25); ('major'; 0.125)],0[None],15.25[('minor'; 15.25)],27.0[('7'; 27.0)],0.5[('tritone'; 0.375); ('interval class 4'; 0.125)]
i_should_have_known_better,5,G,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,200.875,0.0,42.125,0.5,164.15625,55.75,1.0,164.375,8.25,115.375,7.5,54.0,41.25[('major'; 37.25); ('7'; 4.0)],0[None],0[None],0[None],22.0[('interval class 3'; 13.875); ('7'; 8.0); ('interval class 4'; 0.125)],23.875[('major'; 17.25); ('interval class 4'; 6.625)],0[None],33.75[('major'; 25.125); ('7'; 4.0); ('interval class 3'; 2.625); ('interval class 4'; 2.0)],0[None],23.375[('minor'; 23.375)],0.125[('interval class 4'; 0.125)],0[None]
if_i_fell,6,D,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,103.75,8.75,72.875,13.625,59.75,72.875,7.5,80.75,22.625,44.0,13.0,47.5,21.375[('major'; 15.0); ('7'; 4.0); ('interval class 4'; 2.375)],4.0[('minor'; 4.0)],14.5[('minor 7'; 9.5); ('minor'; 4.0); ('interval class 3'; 1.0)],6.0[('major'; 4.0); ('minor 7'; 2.0)],7.0[('minor'; 6.0); ('interval class 3'; 1.0)],12.375[('minor'; 6.875); ('interval class 4'; 2.0); ('major'; 2.0); ('interval class 5'; 1.5)],0[None],14.25[('7'; 11.5); ('major'; 1.5); ('interval class 5'; 1.25)],0[None],0[None],1.0[('interval class 4'; 1.0)],0[None]
ill_be_back,4,A,['None'],[('4/4'; 2); ('2/4'; 2)],a_hard_days_night,lennon,07 64,85.5625,0.5,67.0,22.5,47.125,23.5625,2.0,113.0625,10.5,39.9375,21.375,24.5,29.0625[('major'; 14.25); ('minor'; 8.75); ('interval class 3'; 4.75); ('interval class 4'; 1.3125)],0[None],9.3125[('minor'; 6.0); ('7'; 2.0); ('interval class 3'; 1.3125)],1.5[('interval class 4'; 1.5)],4.25[('minor'; 4.0); ('minor 7'; 0.25)],3.5[('major'; 3.5)],0[None],13.25[('major'; 13.0); ('7'; 0.25)],7.5[('major 7'; 7.5)],6.25[('minor'; 5.875); ('interval class 3'; 0.375)],6.375[('major'; 6.0); ('interval class 4'; 0.375)],1.5[('interval class 3'; 1.5)]
ill_cry_instead,4,G,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,68.625,0.125,21.25,3.25,36.375,25.75,5.125,40.875,0.375,27.375,0.5,14.375,14.5[('major'; 14.5)],0[None],8.875[('minor'; 3.0); ('minor 7'; 3.0); ('7'; 2.5); ('interval class 5'; 0.375)],0.625[('7'; 0.625)],2.0[('minor'; 2.0)],4.0[('major'; 4.0)],0[None],7.625[('7'; 3.5); ('major'; 2.5); ('interval class 5'; 1.0); ('interval class 4'; 0.625)],0[None],1.0[('minor'; 1.0)],0[None],0[None]
im_happy_just_to_dance_with_you,5,E,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,42.125,0.0,33.5,1.3125,49.25,18.1875,0.0,25.25,4.375,46.5,0.0,18.625,3.6875[('interval class 4'; 1.875); ('major'; 1.5); ('interval class 5'; 0.3125)],0[None],5.4375[('minor'; 3.875); ('minor 7'; 1.4375); ('perfect-fourth minor tetrachord'; 0.125)],0.8125[('aug-dim ninth'; 0.8125)],2.125[('minor 7'; 1.5); ('minor'; 0.625)],1.5[('major'; 1.5)],0[None],2.0[('7'; 2.0)],0[None],18.4375[('minor'; 11.6875); ('interval class 3'; 4.0); ('minor 7'; 2.75)],0[None],7.0[('7'; 4.375); ('interval class 3'; 2.625)]
tell_me_why,4,D,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,81.75,0.0,72.375,8.75,47.25,36.25,1.75,106.625,4.625,71.75,1.375,25.875,25.25[('major'; 13.0); ('interval class 5'; 6.375); ('7'; 3.0); ('interval class 4'; 2.875)],0[None],15.375[('minor 7'; 8.75); ('interval class 5'; 3.625); ('minor'; 1.75); ('interval class 3'; 1.0); ('quartal'; 0.25)],0[None],7.75[('interval class 3'; 5.625); ('interval class 5'; 1.5); ('minor-dim ninth'; 0.625)],4.25[('7'; 1.875); ('interval class 5'; 1.375); ('interval class 4'; 1.0)],0[None],18.375[('7'; 14.0); ('major'; 4.375)],0[None],12.125[('minor 7'; 7.5); ('minor'; 3.25); ('interval class 2'; 0.75); ('interval class 5'; 0.625)],0[None],0[None]
things_we_said_today,5,C,['None'],[('4/4'; 1)],a_hard_days_night,mccartney,07 64,42.125,9.375,23.0,7.0,76.5,13.875,11.875,13.5,3.625,95.375,12.25,19.375,2.625[('major'; 2.0); ('interval class 4'; 0.625)],0[None],12.5[('major'; 6.875); ('7'; 3.0); ('interval class 4'; 1.625); ('minor 7'; 1)],0[None],4.125[('major'; 1.625); ('major pentatonic'; 1.5); ('7'; 1.0)],2.25[('major'; 2.0); ('interval class 4'; 0.25)],0[None],3.375[('major'; 3.375)],0[None],35.125[('minor'; 25.375); ('major'; 5.25); ('7'; 3.0); ('interval class 3'; 0.75); ('interval class 5'; 0.75)],1.0[('7'; 1.0)],5.375[('major'; 3.25); ('7'; 2.0); ('interval class 4'; 0.125)]
when_i_get_home,4,A,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,83.25,1.125,7.125,44.75,13.75,31.8125,3.625,47.5625,29.25,1.625,54.75,0.0,31.375[('interval class 5'; 15.625); ('7'; 7.0); ('interval class 4'; 6.0); ('minor'; 2.75)],1.125[('7'; 1.125)],1.375[('interval class 3'; 0.625); ('interval class 4'; 0.375); ('tritone'; 0.375)],11.5625[('interval class 5'; 6.0); ('interval class 4'; 2.6875); ('major'; 2.0); ('unison'; 0.875)],0[None],5.4375[('interval class 5'; 3.0); ('7'; 1.625); ('interval class 3'; 0.75); ('interval class 2'; 0.0625)],1.125[('7'; 1.125)],2.125[('interval class 2'; 1.0); ('interval class 5'; 0.625); ('interval class 3'; 0.5)],5.875[('interval class 5'; 4.875); ('major'; 1.0)],0[None],13.75[('interval class 5'; 8.875); ('7'; 4.875)],0[None]
you_cant_do_that,4,G,['None'],[('4/4'; 1)],a_hard_days_night,lennon,07 64,78.875,0.0,12.0,12.6875,46.125,32.875,0.875,39.8125,4.375,25.375,26.8125,13.125,12.0[('7'; 9.25); ('major'; 1.5); ('interval class 4'; 1.25)],0[None],1.625[('minor'; 1.5); ('interval class 3'; 0.125)],5.625[('7'; 5.125); ('interval class 3'; 0.5)],4.875[('dim'; 2.125); ('7'; 2.0); ('minor'; 0.75)],4.125[('interval class 5'; 2.75); ('interval class 4'; 1.375)],0[None],8.5[('7'; 3.875); ('interval class 5'; 2.125); ('interval class 2'; 1.375); ('interval class 4'; 1.125)],2.0[('interval class 3'; 2.0)],3.125[('minor'; 2.25); ('interval class 3'; 0.875)],0.875[('interval class 4'; 0.625); ('interval class 5'; 0.25)],0.75[('interval class 3'; 0.625); ('7'; 0.125)]
babys_in_black,5,A,['None'],[('6/8'; 1)],beatles_for_sale,mccartney; lennon,12 64,141.5625,0.0,54.5,2.3125,53.3125,62.1875,4.25,190.0,0.0,45.5625,5.625,24.875,35.3125[('major'; 28.875); ('7'; 4.125); ('interval class 4'; 1.5625); ('interval class 5'; 0.75)],0[None],3.375[('7'; 3.0); ('interval class 3'; 0.375)],0.25[('interval class 4'; 0.25)],0.125[('interval class 3'; 0.125)],21.0625[('major'; 21.0); ('interval class 4'; 0.0625)],0[None],21.5625[('major'; 20.25); ('interval class 5'; 1.3125)],0[None],3.0[('minor'; 3.0)],0[None],0.25[('interval class 2'; 0.25)]
eight_days_a_week,4,D,['None'],[('4/4'; 1)],beatles_for_sale,mccartney,12 64,99.1875,0.0,93.5625,0.0,58.625,53.25,20.0,59.1875,0.0,106.9375,1.0,5.625,30.5625[('major'; 14.0); ('interval class 4'; 7.5); ('major-second major tetrachord'; 6.5); ('interval class 5'; 2.5625)],0[None],32.0625[('major'; 16.25); ('minor 7'; 6.5); ('interval class 5'; 5.6875); ('quartal'; 1.5); ('interval class 3'; 1.375); ('interval class 4'; 0.75)],0[None],1.625[('interval class 3'; 1.5); ('interval class 5'; 0.125)],14.875[('major'; 9.375); ('interval class 5'; 5.0); ('interval class 4'; 0.5)],0[None],7.5[('major'; 5.125); ('interval class 5'; 1.375); ('quartal'; 1.0)],0[None],12.25[('minor'; 11.0); ('interval class 3'; 0.75); ('interval class 5'; 0.5)],1.0[('major-second major tetrachord'; 1.0)],0.375[('interval class 3'; 0.375)]
every_little_thing,4,A,['None'],[('4/4'; 1)],beatles_for_sale,mccartney,12 64,100.5,0.0,59.625,0.0,36.125,46.25,3.25,86.5,0.0,12.625,59.25,8.625,30.75[('major'; 27.25); ('quartal'; 2.0); ('interval class 5'; 1.5)],0[None],3.0[('major'; 1.5); ('7'; 1.5)],0[None],4.75[('interval class 3'; 2.5); ('minor-7'; 2.25)],8.0[('unison'; 3.5); ('major'; 3.5); ('interval class 4'; 1.0)],0[None],12.125[('major'; 5.25); ('7'; 3.375); ('interval class 5'; 2.5); ('unison'; 1.0)],0[None],1.0[('interval class 5'; 1.0)],20.0[('major'; 17.5); ('interval class 5'; 2.5)],0[None]
everybodys_trying_to_be_my_baby,4,E,['None'],[('4/4'; 1)],beatles_for_sale,perkins,12 64,258.0,0.0,17.5,17.875,75.75,74.125,3.375,169.375,0.125,40.625,22.0,12.25,64.75[('major'; 57.375); ('interval class 5'; 4.625); ('7'; 1.25); ('minor'; 1.125); ('interval class 4'; 0.25); ('minor 7'; 0.125)],0[None],0.25[('interval class 5'; 0.25)],5.0[('interval class 5'; 2.375); ('major-minor'; 1.25); ('major-second major tetrachord'; 0.5); ('interval class 4'; 0.5); ('major'; 0.25); ('major 7'; 0.125)],1.75[('interval class 3'; 1.5); ('tritone'; 0.25)],24.125[('major'; 24.0); ('minor'; 0.125)],0.5[('dim'; 0.5)],12.25[('7'; 7.0); ('unison'; 2.5); ('interval class 3'; 1.125); ('major'; 0.875); ('interval class 5'; 0.75)],0[None],4.875[('minor'; 2.25); ('interval class 5'; 1.5); ('tritone'; 1.125)],0[None],0.75[('dim'; 0.75)]
honey_dont,4,E,['None'],[('4/4'; 1)],beatles_for_sale,perkins,12 64,243.625,0.0,18.25,27.875,67.375,34.65625,1.625,146.125,40.125,18.875,2.0,11.125,62.0[('major'; 50.875); ('unison'; 4.125); ('interval class 5'; 3.25); ('interval class 3'; 2.75); ('interval class 1'; 0.75); ('interval class 2'; 0.25)],0[None],0[None],0[None],0.375[('interval class 3'; 0.375)],8.0[('7'; 6.0); ('major'; 1.0); ('interval class 5'; 0.75); ('quartal'; 0.25)],0.25[('tritone-fourth'; 0.25)],9.75[('7'; 9.0); ('ninth'; 0.75)],17.375[('major'; 16.375); ('interval class 4'; 0.625); ('interval class 5'; 0.375)],0.125[('interval class 3'; 0.125)],0[None],0[None]
i_dont_want_to_spoil_the_party,5,G,['None'],[('4/4'; 1)],beatles_for_sale,lennon,12 64,219.75,0.0,63.625,0.5,147.5,29.125,2.5,130.125,3.75,46.0,7.25,27.125,74.625[('major'; 55.0); ('interval class 5'; 9.75); ('interval class 4'; 9.375); ('unison'; 0.5)],0[None],11.875[('interval class 3'; 3.125); ('minor-7'; 2.25); ('minor 7'; 2.0); ('major'; 2.0); ('minor'; 1.75); ('interval class 5'; 0.75)],0.5[('interval class 3'; 0.5)],12.75[('interval class 3'; 7.25); ('7'; 3.0); ('interval class 5'; 2); ('interval class 2'; 0.5)],6.125[('interval class 5'; 2.75); ('major'; 2.25); ('interval class 4'; 1.125)],0[None],16.875[('major'; 14.5); ('interval class 4'; 1.25); ('interval class 5'; 1.125)],0[None],9.75[('minor'; 5.0); ('interval class 3'; 4); ('interval class 5'; 0.75)],4.0[('major-second major tetrachord'; 3.0); ('interval class 5'; 1.0)],1.0[('interval class 3'; 0.5); ('tritone'; 0.5)]
ill_follow_the_sun,4,C,['None'],[('4/4'; 1)],beatles_for_sale,mccartney,12 64,65.875,0.0,51.5,1.625,32.75,37.125,2.0,44.25,10.0,25.25,7.875,11.5,16.25[('major'; 6.75); ('interval class 5'; 5.375); ('interval class 4'; 4.125)],0[None],12.5[('minor'; 9.25); ('interval class 5'; 1.125); ('major'; 1.0); ('interval class 4'; 0.75); ('quartal'; 0.375)],0[None],6.375[('interval class 3'; 4.5); ('interval class 5'; 1.625); ('interval class 2'; 0.25)],5.375[('interval class 4'; 3.875); ('interval class 5'; 1.25); ('major'; 0.25)],0[None],5.0[('interval class 4'; 3.5); ('interval class 5'; 1.0); ('major'; 0.5)],9.5[('dim'; 6.5); ('interval class 3'; 2.5); ('tritone'; 0.5)],1.375[('interval class 3'; 0.5); ('minor-7'; 0.5); ('minor'; 0.375)],6.5[('7'; 5.625); ('interval class 2'; 0.875)],0.875[('interval class 3'; 0.875)]
im_a_loser,4,G,['None'],[('4/4'; 1)],beatles_for_sale,lennon,12 64,164.125,0.5,109.875,1.25,99.25,58.125,2.0,143.0,0.0,75.375,35.0,39.375,37.875[('major'; 30.0); ('interval class 5'; 6.75); ('interval class 4'; 0.75); ('interval class 1'; 0.375)],0[None],21.25[('minor'; 21.0); ('interval class 3'; 0.25)],0[None],5.0[('interval class 3'; 4.75); ('interval class 5'; 0.25)],4.25[('interval class 5'; 3.0); ('interval class 4'; 1.25)],0[None],37.0[('major'; 29.5); ('interval class 3'; 4.25); ('interval class 4'; 2.0); ('interval class 5'; 1.25)],0[None],13.375[('interval class 3'; 6.625); ('minor'; 6.0); ('interval class 2'; 0.75)],16.25[('major-second major tetrachord'; 12.0); ('major'; 3.0); ('interval class 4'; 0.75); ('major 7'; 0.5)],1.5[('interval class 3'; 1.25); ('interval class 2'; 0.25)]
